"" "gene_symbol"
"FBgn0262732" "mbf1"
"FBgn0038204" "CG14357"
"FBti0059674" ""
"FBgn0031089" "CG9572"
"FBgn0262395" "mir-12"
"FBgn0035004" "Pgam5-2"
"FBgn0266428" "asRNA:CR43463"
"FBgn0285912" "mah"
"FBgn0051116" "ClC-a"
"FBgn0263835" "CR43697"
"FBtr0304175_df_nrg" ""
"FBgn0028581" "mei-217"
"FBgn0266672" "Sec8"
"FBgn0037292" "plh"
"FBgn0053838" "His2A:CG33838"
"FBti0062566" ""
"FBgn0027599" "CG2790"
"FBgn0264911" "CG44102"
"FBgn0001170" "H2.0"
"FBgn0036235" "CG6938"
"FBgn0032086" "CG17906"
"FBgn0034543" "galla-1"
"FBgn0037117" "CG11248"
"FBgn0250830" "CG12547"
"FBgn0002735" "E(spl)mgamma-HLH"
"FBgn0021795" "Tapdelta"
"FBtr0472805_df_nrg" ""
"FBgn0017550" "Rga"
"FBgn0261439" "SdhA"
"FBgn0040097" "lectin-30A"
"FBgn0085351" "inaF-A"
"FBtr0472732_df_nrg" ""
"FBtr0472934_df_nrg" ""
"FBti0062066" ""
"FBti0059750" ""
"FBgn0266594" "lncRNA:CR45119"
"FBgn0052523" "CG32523"
"FBgn0025790" "TBPH"
"FBgn0033777" "CG17574"
"FBgn0266726" "lncRNA:CR45199"
"FBti0062911" ""
"FBti0060269" ""
"FBgn0004872" "piwi"
"FBgn0037679" "Aduk"
"FBgn0032513" "CG6565"
"FBgn0265268" "CG18234"
"FBgn0037837" "CG14693"
"FBgn0033929" "Tfb1"
"FBgn0033721" "CG13159"
"FBgn0040609" "CG3348"
"FBgn0263380" "lncRNA:CR43432"
"FBtr0309745_df_nrg" ""
"FBgn0284417" "lncRNA:TS20"
"FBgn0026391" "Or33b"
"FBti0020280" ""
"FBgn0028685" "Rpt4"
"FBgn0033316" "Gle1"
"FBti0018964" ""
"FBgn0264864" "lncRNA:CR44055"
"FBgn0287187" "mRpS5"
"FBgn0038113" "CG11668"
"FBgn0033369" "CG8197"
"FBgn0036104" "CG6418"
"FBgn0003997" "hid"
"FBgn0031239" "CG17075"
"FBgn0058064" "ARY"
"FBgn0030577" "CG5334"
"FBgn0267552" "asRNA:CR45892"
"FBgn0028903" "CG13243"
"FBgn0027587" "CG7028"
"FBgn0033469" "CG12133"
"FBti0018951" ""
"FBti0061329" ""
"FBgn0003741" "tra"
"FBti0061102" ""
"FBgn0036956" "CG13813"
"FBgn0014931" "CG2678"
"FBgn0001253" "ImpE1"
"FBgn0036666" "TSG101"
"FBgn0267408" "AOX1"
"FBgn0031654" "Jon25Bii"
"FBgn0250871" "pot"
"FBti0060436" ""
"FBtr0304291_df_nrg" ""
"FBgn0263831" "Gen"
"FBgn0261445" "sgl"
"FBgn0000181" "bic"
"FBgn0050235" "tRNA:Leu-AAG-1-3"
"FBgn0052195" "CG32195"
"FBgn0038115" "CG7966"
"FBgn0022960" "vimar"
"FBgn0053735" "snmRNA:430i"
"FBti0019259" ""
"FBgn0038745" "CG4538"
"FBti0020144" ""
"FBgn0267363" "JYalpha"
"FBgn0033401" "Cog6"
"FBgn0033761" "CG8778"
"FBgn0262853" "CR43217"
"FBgn0038321" "CG6218"
"FBgn0266538" "CG45099"
"FBgn0263594" "lost"
"FBgn0083984" "CG34148"
"FBgn0261580" "CG42690"
"FBtr0304484_df_nrg" ""
"FBgn0259199" "Snup"
"FBgn0050365" "spaw"
"FBti0062950" ""
"FBti0060635" ""
"FBgn0051162" "tRNA:Ser-GCT-2-4"
"FBgn0039378" "alpha4GT2"
"FBgn0026160" "tna"
"FBgn0082940" "snoRNA:Me28S-C3227a"
"FBgn0015568" "alpha-Est1"
"FBgn0267107" "lncRNA:CR45547"
"FBgn0265455" "CG44355"
"FBgn0267759" "lncRNA:CR46090"
"FBgn0030880" "CG6788"
"FBti0062912" ""
"FBgn0038881" "CG16791"
"FBti0063191" ""
"FBgn0032219" "CG4995"
"FBgn0259139" "glo"
"FBgn0022702" "Cht2"
"FBgn0030969" "Usp39"
"FBti0060974" ""
"FBgn0036485" "FucTA"
"FBgn0034483" "CG16894"
"FBgn0051849" "CG31849"
"FBti0062337" ""
"FBgn0263553" "mir-4913"
"FBgn0265345" "lncRNA:CR44299"
"FBgn0003515" "st"
"FBgn0035815" "Snmp2"
"FBgn0262739" "AGO1"
"FBgn0263379" "lncRNA:CR43431"
"FBti0060050" ""
"FBti0059845" ""
"FBgn0033887" "St4"
"FBgn0011693" "Pdh"
"FBgn0267159" "lncRNA:CR45599"
"FBgn0005613" "Sox15"
"FBgn0262480" "CG43070"
"FBgn0011559" "Acp36DE"
"FBgn0053852" "His1:CG33852"
"FBgn0266844" "lncRNA:CR45306"
"FBgn0038423" "CG10317"
"FBgn0262417" "mir-316"
"FBgn0263971" "CG43725"
"FBti0020185" ""
"FBgn0029999" "CG1575"
"FBgn0262112" "sro"
"FBgn0267597" "lncRNA:CR45935"
"FBgn0004419" "me31B"
"FBgn0026169" "snoRNA:Psi18S-1820"
"FBgn0266732" "asRNA:CR45205"
"FBgn0040732" "CG16926"
"FBgn0265182" "CG44247"
"FBti0061185" ""
"FBti0063876" ""
"FBti0062737" ""
"FBti0060988" ""
"FBti0019144" ""
"FBgn0267245" "lncRNA:CR45685"
"FBgn0039258" "beta4GalT7"
"FBgn0030465" "CG15743"
"FBti0062532" ""
"FBgn0031320" "CG5126"
"FBgn0032100" "CG13108"
"FBgn0036992" "Hpd"
"FBgn0036446" "CG9384"
"FBgn0039415" "CG6142"
"FBgn0085692" "CG41561"
"FBti0060673" ""
"FBgn0053409" "5SrRNA:CR33409"
"FBgn0039325" "CG10560"
"FBti0020223" ""
"FBgn0037102" "CRIF"
"FBgn0260635" "Diap1"
"FBti0018867" ""
"FBgn0262189" "mir-2500"
"FBgn0262822" "lncRNA:CR43193"
"FBgn0035046" "ND-19"
"FBgn0264427" "CG43845"
"FBgn0264863" "asRNA:CR44054"
"FBgn0004841" "TkR86C"
"FBgn0275433" "lncRNA:CR46265"
"FBgn0034840" "CG3124"
"FBtr0304200_df_nrg" ""
"FBgn0259869" "Su(Ste):CR42438"
"FBgn0052707" "APC4"
"FBgn0030503" "Tango2"
"FBgn0031734" "CG11147"
"FBgn0011205" "fbl"
"FBgn0035533" "Cip4"
"FBgn0030360" "CG1806"
"FBti0061367" ""
"FBgn0001233" "Hsp83"
"FBti0019345" ""
"FBgn0040321" "GNBP3"
"FBgn0260867" "CG42577"
"FBgn0266086" "lncRNA:CR44828"
"FBgn0028430" "He"
"FBgn0267674" "lncRNA:CR46010"
"FBti0060304" ""
"FBgn0033483" "egr"
"FBgn0003410" "sina"
"FBgn0036689" "CG7730"
"FBti0062157" ""
"FBgn0010359" "gammaTry"
"FBgn0015664" "Dref"
"FBgn0002924" "ncd"
"FBgn0263765" "lncRNA:CR43682"
"FBgn0035853" "UbcE2M"
"FBgn0031455" "Snapin"
"FBgn0013773" "Cyp6a22"
"FBgn0011509" "SrpRbeta"
"FBgn0035251" "Vta1"
"FBti0019086" ""
"FBgn0000228" "Bsg25D"
"FBtr0304469_df_nrg" ""
"FBgn0039008" "CG6972"
"FBgn0010052" "Jhe"
"FBgn0027291" "Idh3a"
"FBgn0259721" "CG42375"
"FBgn0051211" "CG31211"
"FBti0060944" ""
"FBgn0042146" "CG18823"
"FBgn0010620" "CG10939"
"FBgn0283680" "IP3K2"
"FBgn0086672" "snoRNA:Or-aca5"
"FBgn0015371" "chn"
"FBgn0035268" "CG8001"
"FBgn0035505" "Teh2"
"FBgn0283548" "mir-9381"
"FBgn0038717" "CG17751"
"FBti0060199" ""
"FBgn0030304" "Cyp4g15"
"FBgn0286739" "snoRNA:Me28S-C993"
"FBgn0032850" "Kua"
"FBgn0033190" "Gpo2"
"FBgn0033658" "Twdlbeta"
"FBgn0030872" "Ucp4A"
"FBgn0283479" "Alp1"
"FBti0019228" ""
"FBgn0052112" "CG32112"
"FBgn0032143" "CG4017"
"FBgn0083120" "Uhg8"
"FBgn0002121" "l(2)gl"
"FBgn0003044" "Pcl"
"FBti0020023" ""
"FBgn0047205" "lncRNA:CR32385"
"FBgn0004584" "Rrp1"
"FBgn0263445" "asRNA:CR43468"
"FBgn0259111" "Ndae1"
"FBti0020426" ""
"FBgn0043854" "slam"
"FBti0062567" ""
"FBgn0033479" "PIG-N"
"FBgn0003067" "Pepck1"
"FBgn0265703" "lncRNA:CR44510"
"FBti0064024" ""
"FBti0061712" ""
"FBgn0260764" "CG42562"
"FBgn0032899" "CG9338"
"FBti0060667" ""
"FBtr0445469_df_nrg" ""
"FBgn0030033" "CG1387"
"FBgn0005655" "PCNA"
"FBgn0002535" "Lcp4"
"FBgn0267612" "lncRNA:CR45950"
"FBti0062734" ""
"FBgn0266653" "asRNA:CR45160"
"FBgn0263916" "Ent2"
"FBgn0263389" "CR43441"
"FBgn0003545" "sub"
"FBgn0265830" "lncRNA:CR44619"
"FBgn0263209" "CR43379"
"FBti0061590" ""
"FBgn0051575" "tRNA:Ala-AGC-2-9"
"FBgn0030351" "CG1840"
"FBti0019910" ""
"FBgn0263664" "lncRNA:CR43655"
"FBti0061135" ""
"FBgn0263536" "mir-4974"
"FBgn0036447" "CG17173"
"FBgn0000153" "b"
"FBgn0262359" "CG43057"
"FBgn0037993" "dpr15"
"FBti0063622" ""
"FBgn0262962" "CG43273"
"FBgn0038049" "Srlp"
"FBti0064061" ""
"FBti0019836" ""
"FBgn0034844" "CG9861"
"FBgn0040941" "CG15308"
"FBgn0005777" "PpD3"
"FBgn0052834" "CG32834"
"FBti0062928" ""
"FBgn0286730" "snoRNA:Me28S-A2629"
"FBgn0026749" "Yippee"
"FBgn0262380" "mir-309"
"FBgn0034240" "MESR4"
"FBgn0261238" "Alh"
"FBgn0036834" "CG6836"
"FBgn0036621" "roq"
"FBgn0042101" "CG18744"
"FBti0063301" ""
"FBgn0010350" "Cds"
"FBti0062467" ""
"FBti0061196" ""
"FBgn0036842" "Ugt316A1"
"FBti0063178" ""
"FBgn0035431" "CG14968"
"FBgn0037891" "CG5214"
"FBgn0028425" "JhI-21"
"FBgn0260776" "CG42570"
"FBgn0029131" "Debcl"
"FBti0019744" ""
"FBti0062333" ""
"FBgn0039182" "CG5728"
"FBgn0034231" "APC10"
"FBgn0027589" "CG1688"
"FBgn0036725" "CG18265"
"FBgn0283440" "solo"
"FBgn0262808" "CG43179"
"FBgn0053888" "His2B:CG33888"
"FBti0019903" ""
"FBgn0083990" "lncRNA:sphinx"
"FBgn0085345" "CG34316"
"FBgn0085383" "CG34354"
"FBti0062026" ""
"FBgn0033362" "CG8172"
"FBgn0262743" "Fs(2)Ket"
"FBgn0026386" "Or47a"
"FBgn0050072" "Obp50c"
"FBgn0266549" "lncRNA:CR45102"
"FBgn0036263" "thoc6"
"FBgn0267884" "CR46172"
"FBgn0261089" "Sytalpha"
"FBgn0036601" "CG13063"
"FBgn0032522" "CG16848"
"FBgn0267808" "asRNA:CR46133"
"FBgn0267983" "lncRNA:CR46250"
"FBti0064055" ""
"FBti0064283" ""
"FBgn0010830" "l(3)04053"
"FBti0063198" ""
"FBgn0264087" "Slob"
"FBgn0035455" "CG10862"
"FBgn0031893" "MICU1"
"FBgn0053537" "tRNA:Asn-GTT-1-9"
"FBti0060701" ""
"FBgn0051480" "tRNA:Thr-CGT-1-1"
"FBgn0040080" "pins"
"FBgn0031134" "CG1314"
"FBgn0037383" "Sec20"
"FBgn0000635" "Fas2"
"FBgn0002284" "Prosbeta6"
"FBgn0029936" "CG4617"
"FBgn0016034" "mael"
"FBgn0037779" "CG12811"
"FBgn0034099" "CG15708"
"FBti0020219" ""
"FBgn0051885" "tRNA:Thr-AGT-1-1"
"FBgn0263033" "CG43328"
"FBgn0050042" "Cpr49Ab"
"FBgn0283473" "S6KL"
"FBgn0035519" "CG1309"
"FBgn0031456" "Tnpo-SR"
"FBgn0262401" "mir-285"
"FBtr0472770_df_nrg" ""
"FBgn0036924" "hale"
"FBgn0052407" "CG32407"
"FBgn0082936" "snoRNA:Me28S-C2645c"
"FBgn0000533" "ea"
"FBti0062565" ""
"FBgn0264563" "CG43935"
"FBgn0025720" "Ate1"
"FBgn0263025" "HSPBAP1"
"FBgn0031854" "TTLL3A"
"FBti0062849" ""
"FBgn0035371" "AhcyL1"
"FBti0061615" ""
"FBti0062902" ""
"FBgn0264291" "Det"
"FBti0019286" ""
"FBgn0263843" "lncRNA:CR43704"
"FBgn0001983" "wor"
"FBgn0003218" "rdgB"
"FBgn0010340" "140up"
"FBgn0036810" "CG6885"
"FBgn0035971" "CG4477"
"FBti0060401" ""
"FBgn0266074" "lncRNA:CR44827"
"FBgn0085356" "CG34327"
"FBgn0053429" "5SrRNA:CR33429"
"FBgn0086600" "snoRNA:Psi18S-1347c"
"FBti0061869" ""
"FBti0060513" ""
"FBtr0304330_df_nrg" ""
"FBgn0034999" "Fatp3"
"FBgn0262327" "mir-2281"
"FBgn0267023" "asRNA:CR45467"
"FBgn0015582" "dare"
"FBti0059769" ""
"FBti0062263" ""
"FBgn0039722" "Capa"
"FBgn0053710" "CG33710"
"FBgn0028987" "Spn28F"
"FBgn0036577" "CG13073"
"FBti0061058" ""
"FBgn0030460" "Coq5"
"FBti0061716" ""
"FBgn0287591" "CR46461"
"FBgn0265447" "lncRNA:CR44347"
"FBti0019877" ""
"FBgn0053462" "CG33462"
"FBti0102119" ""
"FBgn0283659" "THG"
"FBgn0265701" "lncRNA:CR44508"
"FBgn0038490" "CG5285"
"FBti0060301" ""
"FBgn0050227" "tRNA:Trp-CCA-2-2"
"FBti0062858" ""
"FBgn0035587" "Gdap1"
"FBgn0260238" "CG42512"
"FBgn0031542" "CG15414"
"FBgn0030224" "CG12637"
"FBti0063279" ""
"FBgn0033315" "beta3GalTII"
"FBgn0264617" "asRNA:CR43957"
"FBti0063500" ""
"FBgn0265276" "l(3)neo38"
"FBti0060292" ""
"FBti0019712" ""
"FBgn0030007" "alpha-PheRS"
"FBti0060666" ""
"FBgn0030661" "Alp11"
"FBgn0052200" "tRNA:Pro-CGG-2-3"
"FBgn0014930" "CG2846"
"FBgn0267315" "lncRNA:TS16"
"FBti0020448" ""
"FBgn0042187" "CG17234"
"FBti0062802" ""
"FBgn0038809" "CG16953"
"FBgn0052412" "QC"
"FBti0063344" ""
"FBgn0027600" "obst-B"
"FBtr0472777_df_nrg" ""
"FBtr0472826_df_nrg" ""
"FBgn0028572" "qtc"
"FBgn0263774" "CG43691"
"FBti0019574" ""
"FBgn0030481" "CG1662"
"FBti0060159" ""
"FBti0020027" ""
"FBtr0309737_df_nrg" ""
"FBgn0053899" "His4:CG33899"
"FBgn0263842" "CG43703"
"FBti0020305" ""
"FBgn0037116" "Als2"
"FBgn0035848" "Uxs"
"FBti0020124" ""
"FBgn0263415" "lncRNA:CR43461"
"FBgn0035421" "nSMase"
"FBgn0038678" "mRpL55"
"FBgn0262434" "mir-11"
"FBti0019070" ""
"FBti0063040" ""
"FBgn0005198" "gig"
"FBgn0031187" "Usp2"
"FBgn0085481" "CG34452"
"FBgn0261996" "CG42814"
"FBgn0266631" "lncRNA:CR45138"
"FBgn0023510" "Rbcn-3B"
"FBgn0263542" "mir-4954"
"FBti0059756" ""
"FBti0059778" ""
"FBgn0266677" "asRNA:CR45167"
"FBgn0034194" "CG15611"
"FBgn0037478" "CG2656"
"FBti0061155" ""
"FBgn0267708" "lncRNA:CR46041"
"FBgn0034957" "Rsph4a"
"FBti0059931" ""
"FBgn0038428" "CG14894"
"FBtr0304220_df_nrg" ""
"FBgn0015270" "Orc2"
"FBti0061549" ""
"FBgn0019928" "Ser8"
"FBgn0260481" "CG32454"
"RR48380_transposable_element" ""
"FBti0020236" ""
"FBgn0038853" "RhoGAP93B"
"FBti0060470" ""
"FBgn0262947" "lncRNA:CR43266"
"FBgn0036493" "CG7255"
"FBgn0267119" "lncRNA:CR45559"
"FBgn0264266" "lncRNA:CR43766"
"FBgn0010621" "CCT5"
"FBgn0038306" "Art3"
"FBgn0036742" "CG7497"
"FBti0063751" ""
"FBgn0040099" "lectin-28C"
"FBgn0034626" "CG10795"
"FBgn0053511" "CG33511"
"FBti0061351" ""
"FBgn0036395" "CG17361"
"FBgn0265107" "lncRNA:CR44209"
"FBgn0034883" "Eglp2"
"FBti0064250" ""
"FBgn0046876" "Obp83ef"
"FBgn0266867" "lncRNA:CR45328"
"FBgn0034166" "CG6472"
"FBgn0030323" "Vlet"
"FBgn0016131" "Cdk4"
"FBgn0263080" "CG43348"
"FBtr0309665_df_nrg" ""
"FBgn0025394" "inc"
"FBgn0031466" "CG3119"
"FBgn0034846" "CG9863"
"FBtr0472821_df_nrg" ""
"FBgn0036439" "CG13474"
"FBgn0033160" "Dhx15"
"FBgn0004465" "Su(P)"
"FBgn0000084" "AnxB10"
"FBgn0035295" "Cnb"
"FBgn0051320" "HEATR2"
"FBgn0034899" "CG13560"
"FBgn0053333" "CG33333"
"FBgn0051268" "CG31268"
"FBgn0264467" "asRNA:CR43875"
"FBgn0029660" "CG10801"
"FBgn0051184" "LSm3"
"FBti0063095" ""
"FBgn0038219" "CG14839"
"FBgn0022700" "Cht4"
"FBgn0051225" "Ir94f"
"FBgn0267743" "asRNA:CR46074"
"FBgn0267881" "CR46169"
"FBti0062533" ""
"FBgn0036556" "hzg"
"FBgn0053871" "His4:CG33871"
"FBgn0034425" "CG11906"
"FBgn0053172" "CG33172"
"FBgn0030234" "CG15211"
"FBgn0085488" "CG34459"
"FBgn0038756" "CG4783"
"FBgn0037276" "CG17387"
"FBgn0039870" "CG1896"
"FBgn0032602" "ppk17"
"FBgn0003165" "pum"
"FBti0060807" ""
"FBgn0039463" "Spag1"
"FBti0060823" ""
"FBgn0063389" "snoRNA:Me18S-G1620"
"FBgn0026430" "Grip84"
"FBgn0039719" "CG15515"
"FBgn0036942" "CG7328"
"FBgn0038760" "MED25"
"FBgn0002781" "mod(mdg4)"
"FBgn0011894" "tRNA:Lys-CTT-1-8"
"FBgn0039311" "CG10513"
"FBti0063738" ""
"FBgn0038034" "Cyp9f3"
"FBgn0085374" "CG34345"
"FBgn0041723" "rho-5"
"FBgn0053970" "CG33970"
"FBgn0038332" "CG6136"
"FBgn0024957" "Irp-1B"
"FBgn0023519" "mRpL16"
"FBgn0038017" "CG4115"
"FBgn0003057" "CG10598"
"FBgn0011999" "tRNA:Val-CAC-2-1"
"FBgn0267671" "lncRNA:CR46007"
"FBgn0053883" "His4:CG33883"
"FBgn0023212" "EloB"
"FBgn0086057" "snoRNA:Me28S-G2017"
"FBgn0037188" "CG7369"
"FBti0063911" ""
"FBgn0263400" "CG43446"
"FBgn0036480" "Cep135"
"FBgn0085280" "CG34251"
"FBti0061713" ""
"FBgn0264956" "lncRNA:CR44125"
"FBgn0035308" "CG15822"
"FBgn0037177" "CG14454"
"FBgn0264715" "lncRNA:CR43983"
"FBti0059810" ""
"FBgn0035539" "slow"
"FBgn0032305" "CG6700"
"FBgn0053080" "CG33080"
"FBgn0026873" "MED18"
"FBgn0012051" "CalpA"
"FBgn0027492" "wdb"
"FBgn0030114" "CG17754"
"FBti0063696" ""
"FBgn0032136" "Apoltp"
"FBgn0085339" "CG34310"
"FBtr0445445_df_nrg" ""
"FBgn0040385" "CG12496"
"FBti0063861" ""
"FBgn0265347" "lncRNA:CR44301"
"FBgn0042092" "CG13773"
"FBgn0283480" "Alp2"
"FBti0063151" ""
"FBgn0031085" "CG9570"
"FBtr0472797_df_nrg" ""
"FBgn0002564" "Lsp1gamma"
"FBgn0025637" "SkpA"
"FBgn0033763" "CG8646"
"FBti0063974" ""
"FBti0020130" ""
"FBti0059848" ""
"FBti0061200" ""
"FBgn0032167" "CG5853"
"FBgn0011289" "TfIIA-L"
"FBgn0025615" "Torsin"
"FBti0061458" ""
"FBgn0032293" "Dpy-30L1"
"FBgn0267311" "lncRNA:CR45747"
"FBti0060601" ""
"FBgn0267714" "asRNA:CR46047"
"FBgn0032053" "mRpL51"
"FBgn0052686" "CG32686"
"FBgn0250903" "lmgA"
"FBgn0263986" "cd"
"FBgn0033364" "CG13747"
"FBti0019404" ""
"FBgn0015269" "Nf1"
"FBgn0023167" "SmD3"
"FBti0019718" ""
"FBti0062332" ""
"FBgn0052574" "Twdlalpha"
"FBgn0038485" "CG5255"
"FBgn0036827" "CG6843"
"FBti0060446" ""
"FBgn0041100" "park"
"FBgn0063667" "CG32335"
"FBgn0265062" "lncRNA:CR44173"
"FBgn0024734" "PRL-1"
"FBgn0265913" "lncRNA:CR44702"
"FBgn0263001" "CR43309"
"FBgn0052288" "tRNA:Cys-GCA-1-1"
"FBgn0031592" "Art2"
"FBgn0053120" "CG33120"
"FBgn0033516" "CG12898"
"FBti0062674" ""
"FBti0063270" ""
"FBti0019098" ""
"FBgn0010399" "Nmdar1"
"FBgn0039369" "CG17195"
"FBgn0001150" "gt"
"FBti0061945" ""
"FBgn0267056" "lncRNA:CR45500"
"FBgn0264703" "CR43972"
"FBgn0032780" "CG13085"
"FBgn0031047" "Rcd-1"
"FBti0060033" ""
"FBti0060077" ""
"FBgn0053922" "CG33922"
"FBgn0050485" "CG30485"
"FBgn0262636" "dati"
"FBgn0266750" "lncRNA:CR45223"
"FBgn0036038" "defl"
"FBgn0263072" "CG43347"
"FBgn0030311" "CG11699"
"FBgn0029881" "pigs"
"FBgn0262945" "lncRNA:CR43264"
"FBtr0472817_df_nrg" ""
"FBgn0259708" "CG42362"
"FBgn0259204" "CG42308"
"FBti0060385" ""
"FBgn0039054" "Cow"
"FBgn0267452" "asRNA:CR45802"
"FBgn0011865" "tRNA:Gly-GCC-1-7"
"FBti0063700" ""
"FBgn0029693" "CG6379"
"FBgn0028567" "robl62A"
"FBgn0020621" "Pkn"
"FBgn0032175" "CG13131"
"FBgn0260954" "CG42586"
"FBgn0026088" "CG14818"
"FBti0063235" ""
"FBti0062308" ""
"FBgn0053156" "CG33156"
"FBgn0263479" "scaRNA:PsiU2-35.45"
"FBgn0264545" "CG43924"
"FBti0062133" ""
"FBti0062977" ""
"FBgn0035917" "Zasp66"
"FBti0019579" ""
"RR48402_transposable_element" ""
"FBti0062931" ""
"FBgn0286828" "dind"
"FBgn0037143" "CR7448"
"FBgn0051797" "CG31797"
"FBgn0031459" "HINT1"
"FBti0060284" ""
"FBti0059971" ""
"FBti0061848" ""
"FBgn0034428" "AANATL6"
"FBgn0000662" "fl(2)d"
"FBgn0263649" "lncRNA:CR43640"
"FBgn0015034" "Cyp4e1"
"FBgn0050100" "CG30100"
"FBgn0003655" "swa"
"FBti0063958" ""
"FBgn0267309" "lncRNA:CR45745"
"FBgn0264554" "asRNA:CR43933"
"FBti0063988" ""
"FBgn0033166" "Eaf"
"FBti0064076" ""
"FBgn0033137" "Tsp42Ep"
"FBti0019188" ""
"FBgn0033072" "CG17994"
"FBgn0265655" "lncRNA:CR44462"
"FBgn0023081" "gek"
"FBgn0028734" "Fmr1"
"FBgn0265297" "pAbp"
"FBgn0001992" "Cyp303a1"
"FBgn0267032" "lncRNA:CR45476"
"FBti0063673" ""
"FBgn0015772" "Nak"
"FBgn0261381" "mtTFB1"
"FBgn0039789" "CG9717"
"FBgn0037988" "CG14740"
"FBgn0003891" "tud"
"FBgn0037849" "CG4596"
"FBgn0266042" "asRNA:CR44807"
"FBgn0036617" "Cpr72Ea"
"FBti0062373" ""
"FBgn0013733" "shot"
"FBgn0013703" "mt:tRNA:Gln-TTG"
"FBgn0036337" "AdenoK"
"FBgn0032244" "RfC3"
"FBgn0267456" "asRNA:CR45806"
"FBti0020061" ""
"FBgn0011766" "E2f1"
"FBgn0052319" "Naa30B"
"FBgn0266348" "lncRNA:CR44997"
"FBgn0086072" "snoRNA:Or-CD11a"
"FBgn0036928" "Tom20"
"FBgn0032109" "CG17005"
"FBti0064088" ""
"FBgn0262143" "CG42869"
"FBgn0053647" "CG33647"
"FBgn0085408" "Shrm"
"FBti0063743" ""
"FBgn0008636" "hbn"
"FBti0061121" ""
"FBti0062606" ""
"FBti0063413" ""
"FBgn0035873" "CG13670"
"FBgn0004403" "RpS14a"
"FBgn0262272" "mir-1002"
"FBti0062818" ""
"FBgn0267430" "Pzl"
"FBgn0033856" "CG13334"
"FBti0020308" ""
"FBtr0304424_df_nrg" ""
"FBgn0052418" "vito"
"FBgn0030354" "Upf1"
"FBgn0010520" "Bka"
"FBgn0036837" "CG18135"
"FBgn0003270" "amos"
"FBgn0031610" "CG15436"
"FBgn0053826" "His2A:CG33826"
"FBgn0022069" "Nnp-1"
"FBgn0032480" "Edem2"
"FBgn0023441" "fus"
"FBgn0033665" "Zip48C"
"FBti0059930" ""
"FBgn0261871" "dpr2"
"FBgn0031697" "CG14024"
"FBti0063875" ""
"FBgn0036545" "GXIVsPLA2"
"FBgn0053498" "CR33498"
"FBgn0031390" "tho2"
"FBgn0010387" "Acbp2"
"FBti0064125" ""
"FBgn0266635" "asRNA:CR45142"
"FBgn0005561" "sv"
"FBgn0051510" "CG31510"
"FBgn0033108" "CG15236"
"FBti0062268" ""
"FBgn0001942" "eIF4A"
"FBti0061436" ""
"FBgn0035207" "Herc4"
"FBgn0011985" "tRNA:Ser-AGA-2-3"
"FBgn0266318" "lncRNA:CR44983"
"FBgn0259186" "Ir60c"
"FBti0061875" ""
"FBti0019447" ""
"FBti0062005" ""
"FBgn0003210" "rb"
"FBgn0037124" "CG14568"
"FBti0019090" ""
"FBgn0267268" "lncRNA:CR45704"
"FBgn0035477" "CG14982"
"FBgn0266680" "lncRNA:CR45170"
"FBgn0037996" "CG4830"
"FBgn0262866" "S6kII"
"FBgn0033067" "CG11211"
"FBti0060138" ""
"FBgn0038535" "alt"
"FBti0059647" ""
"FBti0060037" ""
"FBgn0035805" "CG7506"
"FBgn0260444" "Not10"
"FBgn0031620" "CG11929"
"FBgn0038437" "Sdhaf3"
"FBgn0033457" "Ntmt"
"FBti0063898" ""
"FBti0019904" ""
"FBti0062530" ""
"FBti0062954" ""
"FBti0062976" ""
"FBti0062607" ""
"FBgn0033337" "CG8272"
"FBti0064132" ""
"FBti0064275" ""
"FBgn0038369" "Arpc3A"
"FBgn0038645" "CG7714"
"FBti0064015" ""
"FBti0063690" ""
"FBgn0086758" "chinmo"
"FBgn0262030" "CG42841"
"FBgn0050075" "CG30075"
"FBti0063600" ""
"FBti0019461" ""
"FBti0063493" ""
"FBti0019797" ""
"FBgn0035429" "CG12017"
"FBgn0265907" "lncRNA:CR44696"
"FBgn0264867" "lncRNA:CR44058"
"FBgn0000565" "MsrA"
"FBgn0262904" "asRNA:CR43259"
"FBgn0037570" "CG11693"
"FBgn0263047" "CG43342"
"FBgn0264349" "lncRNA:CR43805"
"FBgn0011785" "BRWD3"
"FBgn0039092" "CG16723"
"FBgn0015793" "Rab19"
"FBtr0309724_df_nrg" ""
"FBgn0035063" "CG3594"
"FBgn0285969" "sisRNA:4"
"FBgn0035619" "Alp10"
"FBgn0265305" "lncRNA:CR44278"
"FBgn0037705" "mura"
"FBgn0267806" "lncRNA:CR46131"
"FBgn0266843" "asRNA:CR45305"
"FBgn0034214" "CG6550"
"FBgn0036442" "CG13473"
"FBgn0038454" "CG10324"
"FBti0061004" ""
"FBti0059924" ""
"FBti0063903" ""
"FBgn0032717" "CG10600"
"FBgn0001308" "Khc"
"FBgn0038643" "CG14300"
"FBgn0004619" "GluRIA"
"FBgn0002174" "CG5504"
"FBgn0031313" "CG5080"
"FBti0060437" ""
"FBgn0038238" "CG14854"
"FBgn0266636" "asRNA:CR45143"
"FBgn0032520" "CG10859"
"FBgn0052152" "CG32152"
"FBgn0035331" "MsR1"
"FBgn0036230" "CG11570"
"FBti0064008" ""
"FBgn0035674" "CG13295"
"FBti0019886" ""
"FBgn0032318" "CG14072"
"FBti0063586" ""
